group	contrast	target_corpus	ref_corpus	rank	type	freq_tar	freq_ref	range_tar	range_ref	ll	lr	d1	d1sub	act	hedge	c	conf	note
2	Generic vs L1	Generic	L1	53	form	106	64	89	56	11.633	0.766	G2	Grammar	NA	NA	NA	M	verb form / the correct form
2	Generic vs L1	Generic	L1	54	below	163	111	159	107	11.362	0.593	NA	-	NA	NA	NA	M	指示元话语（see below）
2	Generic vs L1	Generic	L1	55	she	70	37	39	24	11.242	0.958	NA	-	NA	NA	NA	M	疑似议题内容残留（引述作文内容），待核
2	Generic vs L1	Generic	L1	56	correct	152	103	118	87	10.825	0.600	G2	Correctness	PENDING	NA	NA	-	act 层待定：correct these errors(A3)vs the correct form(NA)
2	Generic vs L1	Generic	L1	57	luck	36	14	36	12	10.613	1.401	NA	-	NA	NA	NA	M	人际礼貌（good luck）
2	Generic vs L1	Generic	L1	58	your	5416	5226	348	348	10.514	0.090	NA	-	NA	NA	NA	M	人称代词，无固定层级所指
2	Generic vs L1	Generic	L1	59	introduction	579	488	303	282	10.393	0.285	G1	Global Structure	NA	NA	NA	H	大单位，Global Structure 明示
2	Generic vs L1	Generic	L1	60	PHRASE	320	251	≥184	≥161	10.301	0.389	G2	Wording	NA	NA	NA	H	Wording 明示
2	Generic vs L1	Generic	L1	61	patterns	56	28	51	27	10.274	1.038	PENDING	-	NA	NA	NA	-	维度一待定：error patterns(G2)vs sentence patterns(G2-Local)vs 论证模式(G1)
2	Generic vs L1	Generic	L1	62	briefly	119	77	103	69	10.223	0.666	NA	-	NA	PENDING	NA	-	hedge 层待定：briefly explain 削减要求强度（M1）vs 单纯方式副词（NA）
2	Generic vs L1	Generic	L1	63	please	55	28	44	26	9.677	1.012	NA	-	NA	NA	NA	M	礼貌标记；手册 M1 限于 hedges，礼貌标记不入 M1
2	Generic vs L1	Generic	L1	64	helps	95	59	89	57	9.479	0.725	NA	-	NA	NA	NA	M	描述性动词（this helps the reader）
2	Generic vs L1	Generic	L1	65	adding	128	87	99	79	8.996	0.595	NA	-	A3	NA	NA	H	手册 A3 明示（add）
2	Generic vs L1	Generic	L1	66	consistency	105	68	79	58	8.990	0.665	PENDING	-	NA	NA	NA	-	维度一待定：consistency of tense(G2)vs of argument(G1)
2	Generic vs L1	Generic	L1	67	background	105	68	66	51	8.990	0.665	PENDING	-	NA	NA	PENDING	-	维度三待定：your language background(C1)vs background information(G1-Development)
2	Generic vs L1	Generic	L1	68	can	680	591	281	262	8.843	0.241	NA	-	PENDING	PENDING	NA	-	与 could/might/would 同类共享项：you can add(A3)vs this can be confusing(M1)；两层分别判
2	Generic vs L1	Generic	L1	69	check	144	101	116	79	8.774	0.550	PENDING	-	A3	NA	NA	-	维度一待定：check your spelling(G2)vs check your logic(G1)；手册 A3 明示
2	Generic vs L1	Generic	L1	70	students	151	107	40	34	8.758	0.535	NA	-	NA	NA	NA	H	议题内容残留
2	Generic vs L1	Generic	L1	71	balanced	87	54	69	48	8.698	0.726	G1	Ideas	A1	NA	NA	M	a balanced argument/view，域固定于论断；正向评价
2	Generic vs L1	Generic	L1	72	mention	130	90	107	77	8.417	0.569	NA	-	PENDING	NA	NA	-	act 层待定：you mention X（描述 NA）vs consider mentioning（A3）
2	Generic vs L1	Generic	L1	73	accuracy	112	75	85	58	8.387	0.617	G2	Correctness	NA	NA	NA	H	Correctness 明示
2	Generic vs L1	Generic	L1	74	subject	181	134	138	106	8.346	0.472	PENDING	-	NA	NA	NA	-	维度一待定：subject-verb agreement(G2-Grammar)vs the subject of your essay(G1)
2	Generic vs L1	Generic	L1	75	agreement	182	135	150	111	8.302	0.469	G2	Grammar	NA	NA	NA	H	subject-verb agreement
2	Generic vs L1	Generic	L1	76	complex	76	46	63	40	8.273	0.763	PENDING	-	NA	NA	NA	-	维度一待定：complex sentences(G2-Local)vs complex ideas(G1)
2	Generic vs L1	Generic	L1	77	suggested	86	54	84	53	8.255	0.710	NA	-	PENDING	NA	NA	-	act 层待定：the suggested revision（NA）vs I suggested（A3）
2	Generic vs L1	Generic	L1	78	long	248	194	154	124	8.131	0.393	G2	Local Structure	NA	NA	NA	M	long sentences，句级冗长；评价由 too 承担
2	Generic vs L1	Generic	L1	79	modern	117	80	61	41	8.010	0.587	NA	-	NA	NA	NA	H	议题内容残留
2	Generic vs L1	Generic	L1	80	meaningful	41	20	39	20	7.948	1.074	NA	-	A1	NA	NA	M	正向评价；目标态框架风险
2	Generic vs L1	Generic	L1	81	i	431	363	195	180	7.786	0.286	NA	-	NA	NA	NA	M	反馈者自称（I suggest/I noticed）＝人称归因，属手册排除的缓和策略，不入 M1
2	Generic vs L1	Generic	L1	82	write	264	210	187	165	7.688	0.368	NA	-	PENDING	NA	NA	-	act 层待定：when you write（描述 NA）vs write this as…（A3）
2	Generic vs L1	Generic	L1	83	he	110	75	66	51	7.625	0.591	NA	-	NA	NA	NA	M	疑似议题内容残留，待核
2	Generic vs L1	Generic	L1	84	today	54	30	43	26	7.606	0.886	NA	-	NA	NA	NA	H	议题内容残留
2	Generic vs L1	Generic	L1	85	spelling	294	238	166	144	7.492	0.343	G2	Mechanics	NA	NA	NA	H	Mechanics 明示
2	Generic vs L1	Generic	L1	86	only	333	275	182	176	7.195	0.314	NA	-	NA	PENDING	NA	-	hedge 层待定：最小化降调（only a few errors=M1）vs 限定（NA）；同组 1 just
2	Generic vs L1	Generic	L1	87	complete	99	67	78	56	7.088	0.602	PENDING	-	NA	NA	NA	-	维度一待定：complete sentence（句子残缺，G2-Grammar）vs complete your argument(G1)
2	Generic vs L1	Generic	L1	88	slightly	58	34	53	33	6.988	0.809	NA	-	NA	M1	NA	H	手册 v3 M1 明示 hedge
2	Generic vs L1	Generic	L1	89	must	121	86	94	77	6.914	0.531	NA	-	A3	NA	NA	H	手册 A3 明示
2	Generic vs L1	Generic	L1	90	makes	216	170	162	140	6.788	0.384	NA	-	NA	NA	NA	M	轻动词
2	Generic vs L1	Generic	L1	91	possible	192	149	129	114	6.642	0.404	NA	-	NA	PENDING	NA	-	hedge 层待定：it is possible that（M1）vs possible improvements（NA）
2	Generic vs L1	Generic	L1	92	areas	267	218	235	189	6.350	0.331	NA	-	NA	NA	NA	M	元话语（areas for improvement，反馈小标题）
2	Generic vs L1	Generic	L1	93	probably	59	36	51	33	6.252	0.751	NA	-	NA	M1	NA	H	认识型 hedge，与手册 possibly/maybe 同类
2	Generic vs L1	Generic	L1	94	become	293	243	204	173	6.098	0.308	NA	-	NA	NA	NA	M	疑似议题内容残留（has become），待核
2	Generic vs L1	Generic	L1	95	natural	49	29	42	25	5.731	0.795	PENDING	-	PENDING	NA	PENDING	-	三层皆待定：sounds natural 是否以母语者语感为隐含标准（C1）；若判 C1 则维度一二依规则归 NA
2	Generic vs L1	Generic	L1	96	statement	156	120	112	88	5.716	0.417	G1	Ideas	NA	NA	NA	M	thesis statement
2	Generic vs L1	Generic	L1	97	live	55	34	40	31	5.576	0.732	NA	-	NA	NA	NA	H	议题内容残留
2	Generic vs L1	Generic	L1	98	facts	103	74	73	62	5.575	0.515	G1	Development	NA	NA	NA	M	facts vs opinion，证据类型
2	Generic vs L1	Generic	L1	99	content	107	78	77	49	5.369	0.494	G1	Ideas	NA	NA	NA	M	内容层，与 organization 对举
2	Generic vs L1	Generic	L1	100	common	107	78	90	68	5.369	0.494	NA	-	NA	NA	NA	M	常见性标记（a common error）＝正常化框架；属手册排除的缓和策略，不入 M1
2	Generic vs L1	Generic	L1	101	contain	80	55	75	53	5.345	0.579	NA	-	NA	NA	NA	M	描述性动词
2	Generic vs L1	Generic	L1	102	effective	170	134	125	108	5.285	0.382	NA	-	A1	NA	NA	M	手册 A1 明示；目标态框架风险
2	Generic vs L1	Generic	L1	103	details	49	30	43	27	5.133	0.746	G1	Development	NA	NA	NA	H	Development 明示
2	Generic vs L1	Generic	L1	104	sometimes	148	115	114	86	5.076	0.402	NA	-	NA	M1	NA	H	手册 v3 M1 明示 hedge
2	Generic vs L1	Generic	L1	105	relevant	114	85	98	72	5.048	0.462	G1	Development	NA	NA	NA	M	relevant evidence/examples
2	Generic vs L1	Generic	L1	106	view	99	72	75	61	5.029	0.498	G1	Ideas	NA	NA	NA	M	your view / opposing views
2	Generic vs L1	Generic	L1	107	powerful	61	40	55	36	4.974	0.647	NA	-	A1	NA	NA	M	手册 A1 明示
2	Generic vs L1	Generic	L1	108	restate	134	103	129	97	4.933	0.418	G1	Global Structure	A3	NA	NA	M	restate your thesis in the conclusion，大单位安排
2	Generic vs L1	Generic	L1	109	focus	466	412	255	251	4.919	0.216	PENDING	-	PENDING	NA	NA	-	维度一待定：your focus(G1)vs focus on this sentence(G2)；act 层待定：focus on X(A3)vs 描述(NA)
2	Generic vs L1	Generic	L1	110	essays	46	28	43	28	4.914	0.754	NA	-	NA	NA	NA	M	文体指称（academic essays），常见于规范陈述框架
2	Generic vs L1	Generic	L1	111	end	243	203	160	147	4.736	0.298	G1	Global Structure	NA	NA	NA	M	the end of your essay/paragraph
2	Generic vs L1	Generic	L1	112	organization	396	347	253	241	4.671	0.229	G1	Global Structure	NA	NA	NA	H	Global Structure 明示
2	Generic vs L1	Generic	L1	113	shorter	59	39	54	34	4.659	0.636	G2	Local Structure	NA	NA	NA	M	shorter sentences；比较级，评价由框架承担
2	Generic vs L1	Generic	L1	114	government	117	89	53	51	4.599	0.433	NA	-	NA	NA	NA	H	议题内容残留
2	Generic vs L1	Generic	L1	115	thinking	57	38	47	34	4.347	0.623	G1	Ideas	NA	NA	NA	M	your thinking / critical thinking，论述能力
2	Generic vs L1	Generic	L1	116	accurate	63	43	49	34	4.346	0.589	PENDING	-	A1	NA	NA	-	维度一待定：accurate facts(G1-Dev)vs accurate grammar(G2)；正向评价
2	Generic vs L1	Generic	L1	117	her	91	67	41	35	4.326	0.480	NA	-	NA	NA	NA	M	疑似议题内容残留，待核
2	Generic vs L1	Generic	L1	118	could	499	448	245	232	4.275	0.194	NA	-	PENDING	PENDING	NA	-	手册指定共享项，抽 50 行分别判 act 层与 hedge 层
2	Generic vs L1	Generic	L1	119	effort	71	50	42	32	4.243	0.544	NA	-	NA	NA	NA	L	低信度：归功对象为写作者努力而非文本属性；若与 GOOD/great 共现构成归功则应改判 A1
2	Generic vs L1	Generic	L1	120	women	316	274	54	54	4.215	0.244	NA	-	NA	NA	NA	H	议题内容残留
2	Generic vs L1	Generic	L1	121	reduce	139	110	91	80	4.200	0.376	PENDING	-	A3	NA	NA	-	维度一待定：reduce wordiness(G2)vs reduce scope(G1)
2	Generic vs L1	Generic	L1	122	choose	102	77	83	69	4.199	0.444	NA	-	A3	NA	NA	M	choose more precise words，层级由宾语决定
2	Generic vs L1	Generic	L1	123	difficult	94	70	82	58	4.192	0.464	NA	-	A2	NA	NA	M	difficult to follow，负向评价
2	Generic vs L1	Generic	L1	124	shows	255	217	186	143	4.158	0.271	NA	-	NA	NA	NA	M	描述性框架动词
2	Generic vs L1	Generic	L1	125	proper	73	52	63	45	4.125	0.528	G2	Correctness	NA	NA	NA	M	proper grammar/punctuation；规范性框架词
2	Generic vs L1	Generic	L1	126	unclear	153	123	114	106	4.114	0.353	PENDING	-	A2	NA	NA	-	维度一待定（手册 clear 系）；负向评价
2	Generic vs L1	Generic	L1	127	emotional	217	182	123	93	4.076	0.292	PENDING	-	NA	NA	NA	-	维度一待定：emotional language(G2-Wording/register)vs emotional appeal(G1-Ideas)；亦可能为议题残留
2	Generic vs L1	Generic	L1	128	especially	204	170	154	136	4.066	0.301	NA	-	NA	NA	NA	M	焦点副词
2	Generic vs L1	Generic	L1	129	neutral	62	43	52	25	3.980	0.566	PENDING	-	NA	NA	NA	-	维度一待定（tone/register）；客观性规范框架词
2	Generic vs L1	Generic	L1	130	discuss	110	85	90	71	3.913	0.410	G1	Ideas	PENDING	NA	NA	-	act 层待定：you discuss X（描述 NA）vs discuss counterarguments（A3）
2	Generic vs L1	Generic	L1	131	we	152	123	79	76	3.884	0.344	NA	-	NA	NA	NA	M	包容性人称，团结策略；不入 M1
3	Chinese vs Generic	Chinese	Generic	1	chinese	61	1	49	1	77.135	5.965	NA	-	NA	NA	C1	H	"Identity marking 明示（写作者语言身份）；亦可能为 Transfer framing（""in Chinese, articles…""），子类待 concordance 区分，但 C1 归属不待定。依手册规则 C1 词族维度一、二均标 NA"
3	Chinese vs Generic	Chinese	Generic	2	ARTICLE	272	167	≥106	≥77	27.904	0.738	PENDING	-	NA	NA	NA	-	维度一待定：英语冠词(G2-Grammar)vs 引用的文章(G1-Development)；本组与 nouns/singular/verb 构成语法簇，判为冠词的先验概率高于组 2，但仍须查
3	Chinese vs Generic	Chinese	Generic	3	english	138	74	113	58	21.164	0.933	NA	-	NA	NA	PENDING	-	手册明列：指语言系统（correct English）→C1；作文体修饰（English essay）→NA。两读法维度一均为 NA
3	Chinese vs Generic	Chinese	Generic	4	happy	46	16	46	16	15.857	1.557	NA	-	NA	NA	NA	M	人际礼貌（happy to help / I'd be happy to…）；属手册排除的 paired acts 类，不入 M1
3	Chinese vs Generic	Chinese	Generic	5	safety	99	58	44	28	11.819	0.805	NA	-	NA	NA	NA	H	议题内容残留
3	Chinese vs Generic	Chinese	Generic	6	check	200	144	145	116	10.524	0.508	PENDING	-	A3	NA	NA	-	维度一待定：check your spelling(G2)vs check your logic(G1)；手册 A3 明示
3	Chinese vs Generic	Chinese	Generic	7	patterns	93	56	87	51	10.176	0.766	PENDING	-	NA	NA	NA	-	维度一待定：error patterns(G2)vs sentence patterns(G2-Local)vs 论证模式(G1)
3	Chinese vs Generic	Chinese	Generic	8	eg	417	339	160	154	10.009	0.333	NA	-	NA	NA	NA	M	举例元话语（e.g.）
3	Chinese vs Generic	Chinese	Generic	9	issues	374	301	264	233	9.727	0.347	NA	-	A2	NA	NA	M	问题标记，内在负向（同手册 problem 口径）；层级由宾语决定
3	Chinese vs Generic	Chinese	Generic	10	please	90	55	66	44	9.375	0.744	NA	-	NA	NA	NA	M	礼貌标记；手册 M1 限于 hedges，礼貌标记不入 M1
3	Chinese vs Generic	Chinese	Generic	11	hours	64	35	48	22	9.316	0.905	NA	-	NA	NA	NA	H	议题内容残留
3	Chinese vs Generic	Chinese	Generic	12	word	519	439	294	273	8.712	0.275	G2	Wording	NA	NA	NA	H	Wording 明示。注：本组为单数 word 独立入选（组 2 为归并 WORD），系 R1 先行的口径效应
3	Chinese vs Generic	Chinese	Generic	13	suggestion	126	86	76	52	8.563	0.585	NA	-	PENDING	NA	NA	-	act 层待定：反馈小标题（NA）vs 名词化建议行为（A3）
3	Chinese vs Generic	Chinese	Generic	14	should	1241	1132	327	328	7.926	0.166	NA	-	A3	NA	NA	H	Hyland&Hyland 明示建议套语
3	Chinese vs Generic	Chinese	Generic	15	further	67	40	59	38	7.537	0.778	NA	-	NA	NA	NA	M	程度/延续副词（further develop），非 hedge
3	Chinese vs Generic	Chinese	Generic	16	problems	174	132	120	101	6.814	0.432	NA	-	A2	NA	NA	H	手册 A2 明示（problem）
3	Chinese vs Generic	Chinese	Generic	17	returns	40	21	36	19	6.472	0.963	NA	-	NA	NA	NA	H	议题内容残留
3	Chinese vs Generic	Chinese	Generic	18	RUN-ON	175	134	140	110	6.464	0.419	G2	Local Structure	NA	NA	NA	H	手册 Local Structure 词族例明列 run-on；语义为流水句
3	Chinese vs Generic	Chinese	Generic	19	office	48	27	40	19	6.463	0.864	NA	-	NA	NA	NA	H	议题内容残留
3	Chinese vs Generic	Chinese	Generic	20	choice	457	395	271	260	6.096	0.244	G2	Wording	NA	NA	NA	M	word choice
3	Chinese vs Generic	Chinese	Generic	21	sentences	667	596	293	286	5.846	0.196	G2	Local Structure	NA	NA	NA	H	Local Structure 明示
3	Chinese vs Generic	Chinese	Generic	22	splices	112	81	94	74	5.756	0.501	G2	Local Structure	NA	NA	NA	H	comma splice 与 run-on 同属句界错误，依手册 run-on 口径归 Local Structure
3	Chinese vs Generic	Chinese	Generic	23	i	492	431	202	195	5.601	0.225	NA	-	NA	NA	NA	M	反馈者自称（I suggest/I noticed）＝人称归因，属手册排除的缓和策略，不入 M1
3	Chinese vs Generic	Chinese	Generic	24	language	712	642	309	290	5.462	0.183	PENDING	-	NA	NA	PENDING	-	维度三待定：your language background/first language(C1)vs academic language(G2 Wording)
3	Chinese vs Generic	Chinese	Generic	25	nouns	42	24	38	24	5.404	0.841	G2	Grammar	NA	NA	NA	H	Correctness/Grammar 明示
3	Chinese vs Generic	Chinese	Generic	26	insert	73	50	56	37	4.884	0.580	PENDING	-	A3	NA	NA	-	维度一待定：insert a comma(G2-Mechanics)vs insert a transition(G1)；建议动词
3	Chinese vs Generic	Chinese	Generic	27	inaccurate	46	28	38	24	4.856	0.750	PENDING	-	A2	NA	NA	-	维度一待定：inaccurate wording(G2)vs inaccurate facts(G1-Development)；负向评价
3	Chinese vs Generic	Chinese	Generic	28	comma	200	163	132	119	4.699	0.329	G2	Mechanics	NA	NA	NA	H	Mechanics 明示
3	Chinese vs Generic	Chinese	Generic	29	paragraphs	605	547	294	290	4.449	0.179	PENDING	-	NA	NA	NA	-	维度一待定：手册明示段落内部组织→G2、段落间安排→G1
3	Chinese vs Generic	Chinese	Generic	30	our	129	100	60	53	4.396	0.401	NA	-	NA	NA	NA	M	疑似议题内容残留（our society）vs 包容性人称，待核
3	Chinese vs Generic	Chinese	Generic	31	verb	261	221	170	158	4.331	0.274	G2	Grammar	NA	NA	NA	H	Correctness/Grammar 明示
3	Chinese vs Generic	Chinese	Generic	32	shorter	82	59	72	54	4.328	0.509	G2	Local Structure	NA	NA	NA	M	shorter sentences；比较级，评价由框架承担
3	Chinese vs Generic	Chinese	Generic	33	register	41	25	37	22	4.302	0.748	PENDING	-	NA	NA	NA	-	维度一待定（手册列 tone/formal/register 为 PENDING）；元语言学术语，显性命名语域规范
3	Chinese vs Generic	Chinese	Generic	34	logically	54	36	50	34	4.060	0.619	G1	Ideas	NA	NA	NA	M	手册 Ideas 词族例含 logic；若主导搭配为 organize…logically 则应改判 Global Structure
3	Chinese vs Generic	Chinese	Generic	35	singular	49	32	44	29	4.005	0.649	G2	Grammar	NA	NA	NA	H	单复数，Correctness/Grammar 明示
3	Chinese vs Generic	Chinese	Generic	36	just	214	179	144	121	3.999	0.291	NA	-	NA	PENDING	NA	-	"hedge 层待定：最小化降调（M1）vs""仅仅是""强化批评（NA）；同组 1 口径"
3	Chinese vs Generic	Chinese	Generic	37	usually	115	89	90	78	3.962	0.404	NA	-	NA	M1	NA	H	手册 v3 M1 明示 hedge
4	Generic vs Chinese	Generic	Chinese	1	emotionally	63	28	52	27	13.009	1.136	PENDING	-	NA	NA	NA	-	维度一待定：emotionally charged language(G2-Wording/register)vs emotional appeal(G1-Ideas)；同组 2 emotional 口径
4	Generic vs Chinese	Generic	Chinese	2	luck	36	14	36	14	9.511	1.329	NA	-	NA	NA	NA	M	人际礼貌（good luck）；属手册排除的 paired acts 类，不入 M1
4	Generic vs Chinese	Generic	Chinese	3	could	499	402	245	215	8.327	0.278	NA	-	PENDING	PENDING	NA	-	手册指定共享项，抽 50 行分别判 act 层与 hedge 层
4	Generic vs Chinese	Generic	Chinese	4	question	128	84	83	62	8.199	0.574	G1	Ideas	NA	NA	NA	M	the question your essay raises／questions worth addressing，属论断层
4	Generic vs Chinese	Generic	Chinese	5	raises	47	23	43	20	7.846	0.997	G1	Ideas	PENDING	NA	NA	-	act 层待定：raises an important question 属开场归功套语(A1)vs 单纯描述(NA)；与组 1 tackles 同构，须并案处理
4	Generic vs Chinese	Generic	Chinese	6	arguments	163	114	102	67	7.607	0.482	G1	Ideas	NA	NA	NA	H	Ideas 明示
4	Generic vs Chinese	Generic	Chinese	7	essential	59	32	46	25	7.514	0.849	NA	-	PENDING	NA	NA	-	act 层待定：an essential point(A1)vs it is essential to…(A3 框架)；同组 2 important 口径
4	Generic vs Chinese	Generic	Chinese	8	comment	57	31	57	31	7.201	0.845	NA	-	NA	NA	NA	M	元话语（a comment on… / 小标题）
4	Generic vs Chinese	Generic	Chinese	9	choose	102	66	83	56	6.956	0.594	NA	-	A3	NA	NA	M	choose more precise words，层级由宾语决定
4	Generic vs Chinese	Generic	Chinese	10	your	5416	5029	348	348	6.839	0.073	NA	-	NA	NA	NA	M	人称代词，无固定层级所指
4	Generic vs Chinese	Generic	Chinese	11	feels	110	73	94	68	6.693	0.558	NA	-	NA	M1	NA	M	this feels abrupt/rushed：与手册 M1 词族例 seem/appear 同类；删除后批评仍在且更强
4	Generic vs Chinese	Generic	Chinese	12	errors	317	249	208	169	6.680	0.315	G2	Correctness	A2	NA	NA	H	手册边界规则明示：error/mistake 归 G2-Correctness 且同时得批评标签
4	Generic vs Chinese	Generic	Chinese	13	impact	102	67	67	49	6.506	0.573	G1	Ideas	NA	NA	NA	M	the impact of your argument on the reader；受众/效果，依窄口径归 G1
4	Generic vs Chinese	Generic	Chinese	14	makes	216	163	162	127	6.250	0.372	NA	-	NA	NA	NA	M	轻动词
4	Generic vs Chinese	Generic	Chinese	15	find	52	29	43	26	6.094	0.809	NA	-	NA	NA	NA	M	I find… / readers may find…＝人称归因，属手册排除的缓和策略，不入 M1
4	Generic vs Chinese	Generic	Chinese	16	experience	105	71	56	45	5.839	0.531	G1	Development	NA	NA	NA	M	personal experience 作为证据类型，与组 1 anecdote 同位
4	Generic vs Chinese	Generic	Chinese	17	thought	73	46	63	42	5.564	0.632	G1	Ideas	NA	NA	NA	M	your thought process／well-thought-out
4	Generic vs Chinese	Generic	Chinese	18	paper	100	68	68	49	5.407	0.523	NA	-	NA	NA	NA	H	文本指称语，不指示层级
4	Generic vs Chinese	Generic	Chinese	19	describing	41	22	36	19	5.384	0.864	G1	Ideas	NA	NA	NA	M	describing rather than analysing，描述—分析对举，属论述方式
4	Generic vs Chinese	Generic	Chinese	20	final	414	343	274	255	5.116	0.238	PENDING	-	NA	NA	NA	-	"维度一待定：your final paragraph(G1-Structure)vs""Final thoughts:""小标题(NA)"
4	Generic vs Chinese	Generic	Chinese	21	punctuation	238	187	152	121	5.001	0.314	G2	Mechanics	NA	NA	NA	H	Mechanics 明示
4	Generic vs Chinese	Generic	Chinese	22	her	91	63	41	36	4.485	0.497	NA	-	NA	NA	NA	M	疑似议题内容残留（引述作文内容），待核
4	Generic vs Chinese	Generic	Chinese	23	strongest	122	89	94	75	4.439	0.421	NA	-	PENDING	NA	NA	-	手册 v3 强制查询清单（strong 系 A1/A3 争议），不得凭词形归类
4	Generic vs Chinese	Generic	Chinese	24	strength	92	64	73	51	4.419	0.490	NA	-	PENDING	NA	NA	-	"act 层待定：反馈小标题""Strengths:""（元话语 NA）vs 归功（A1）；且属 strong 词族，按 v3 强制查询规则不得凭词形定"
4	Generic vs Chinese	Generic	Chinese	25	key	88	61	79	57	4.308	0.495	NA	-	NA	NA	NA	M	重要性前置修饰语（your key claim），少见于 it is key to… 框架，故与 essential/important 不同判
4	Generic vs Chinese	Generic	Chinese	26	point	431	364	252	223	4.198	0.210	G1	Ideas	NA	NA	NA	H	手册 Ideas 词族例明列 point
4	Generic vs Chinese	Generic	Chinese	27	moves	79	54	69	50	4.160	0.515	PENDING	-	NA	NA	NA	-	维度一待定：the essay moves from X to Y(G1-Structure)vs move this paragraph(元话语/G1)；同组 1 move 口径
4	Generic vs Chinese	Generic	Chinese	28	claims	554	478	259	244	3.970	0.179	G1	Ideas	NA	NA	NA	H	Ideas 明示。注：本组为复数 claims 独立入选（组 1 为归并 CLAIM），系 R1 先行的口径效应
4	Generic vs Chinese	Generic	Chinese	29	several	487	417	284	262	3.915	0.190	NA	-	NA	NA	NA	M	量词
4	Generic vs Chinese	Generic	Chinese	30	section	114	84	67	51	3.888	0.407	G1	Global Structure	NA	NA	NA	M	大于段落的单位
5	Chinese vs German	Chinese	German	1	chinese	61	1	49	1	77.281	5.968	NA	-	NA	NA	C1	H	Identity marking 明示；子类（身份标记 vs 迁移框架）待 concordance，范畴不待定。依手册规则维度一、二均标 NA
5	Chinese vs German	Chinese	German	2	organization	417	287	264	210	27.659	0.576	G1	Global Structure	NA	NA	NA	H	Global Structure 明示
5	Chinese vs German	Chinese	German	3	readers	285	182	181	125	25.669	0.684	G1	Ideas	NA	NA	NA	M	受众；依窄口径 C1 规定归 G1
5	Chinese vs German	Chinese	German	4	explain	565	441	240	222	18.733	0.395	NA	-	PENDING	NA	NA	-	"act 层待定：you explain X well（描述 NA）vs explain this further（A3）。属""内容动词""类，见报告 §5"
5	Chinese vs German	Chinese	German	5	body	595	482	229	196	15.010	0.341	G1	Global Structure	NA	NA	NA	H	body paragraphs，大单位
5	Chinese vs German	Chinese	German	6	grammar	680	561	295	267	14.747	0.315	G2	Grammar	NA	NA	NA	H	Correctness/Grammar 明示
5	Chinese vs German	Chinese	German	7	schools	109	63	38	28	13.676	0.828	NA	-	NA	NA	NA	H	议题内容残留
5	Chinese vs German	Chinese	German	8	suggestion	126	77	76	53	13.251	0.748	NA	-	PENDING	NA	NA	-	act 层待定：反馈小标题（NA）vs 名词化建议行为（A3）
5	Chinese vs German	Chinese	German	9	revise	378	296	245	203	12.249	0.390	NA	-	A3	NA	NA	H	手册 A3 明示
5	Chinese vs German	Chinese	German	10	using	188	130	147	110	12.198	0.570	PENDING	-	PENDING	NA	NA	-	维度一待定：use of evidence(G1)/word use(G2)/use of tenses(G2)；act 层待定，属内容动词类
5	Chinese vs German	Chinese	German	11	mechanics	99	58	82	50	11.922	0.809	G2	Mechanics	NA	NA	NA	H	Mechanics 明示
5	Chinese vs German	Chinese	German	12	level	177	122	137	109	11.653	0.574	PENDING	-	NA	NA	NA	-	维度一待定：sentence-level(G2)/paragraph-level(G1)/level of detail(G1)；同组 1 口径
5	Chinese vs German	Chinese	German	13	specific	502	421	244	220	9.382	0.291	PENDING	-	NA	NA	NA	-	手册明列 specific 为 PENDING：细节不足(G1-Dev)vs 用词不准(G2)
5	Chinese vs German	Chinese	German	14	should	1241	1125	327	319	9.125	0.179	NA	-	A3	NA	NA	H	Hyland&Hyland 明示建议套语
5	Chinese vs German	Chinese	German	15	discuss	132	90	109	77	9.121	0.590	G1	Ideas	PENDING	NA	NA	-	act 层待定：you discuss X（描述）vs discuss counterarguments（A3）；内容动词类
5	Chinese vs German	Chinese	German	16	restate	134	92	122	91	8.978	0.580	G1	Global Structure	A3	NA	NA	M	restate your thesis in the conclusion，大单位安排
5	Chinese vs German	Chinese	German	17	office	48	24	40	18	8.789	1.037	NA	-	NA	NA	NA	H	议题内容残留
5	Chinese vs German	Chinese	German	18	your	5029	4870	348	348	8.478	0.084	NA	-	NA	NA	NA	M	人称代词
5	Chinese vs German	Chinese	German	19	can	735	649	276	279	7.822	0.217	NA	-	PENDING	PENDING	NA	-	与 could/might/would 同类共享项，两层分别判
5	Chinese vs German	Chinese	German	20	organizing	54	30	53	29	7.589	0.885	G1	Global Structure	NA	NA	NA	H	Global Structure 明示
5	Chinese vs German	Chinese	German	21	hours	64	38	48	22	7.392	0.789	NA	-	NA	NA	NA	H	议题内容残留
5	Chinese vs German	Chinese	German	22	confusing	55	32	52	31	6.764	0.819	PENDING	-	A2	NA	NA	-	维度一待定（clear 系）；手册 A2 词族例明列 confusing
5	Chinese vs German	Chinese	German	23	details	47	26	40	24	6.683	0.891	G1	Development	NA	NA	NA	H	Development 明示
5	Chinese vs German	Chinese	German	24	recommend	56	33	55	33	6.622	0.800	NA	-	A3	NA	NA	H	手册 A3 明示
5	Chinese vs German	Chinese	German	25	safety	99	68	44	32	6.619	0.579	NA	-	NA	NA	NA	H	议题内容残留
5	Chinese vs German	Chinese	German	26	tool	57	34	48	30	6.488	0.783	NA	-	NA	NA	NA	M	"疑似议题内容残留 vs ""a useful tool""元话语，待核"
