word	corpus	hit_id	词义	判定	判据	信度
create	German	17	创造	NA	"create a drug"	H
create	German	212	创造	NA	"create discomfort because"	H
create	German	696	创造	NA	"create peer pressure"	H
create	German	643	创建	A3	"Create a clearer"	H
create	German	710	创建	A3	"Create a clear"	H
create	German	208	创造	NA	"create security risks"	H
create	German	713	创建	A3	"Create a clear"	H
create	German	56	产生	NA	"create interest For"	H
create	German	97	创造	NA	"create relevance for"	H
create	German	529	创造	NA	"create engagement but"	H
create	German	112	创建	A3	"Create a clearer"	H
create	German	225	创造	NA	"create unhealthy attitudes"	H
create	German	362	创造	NA	"create a visible"	H
create	German	108	创建	A3	"Create a sharper"	H
create	German	183	创造	NA	"create economic benefits"	H
create	German	233	创造	NA	"create psychological pressure"	H
create	German	285	创造	NA	"create practical and"	H
create	German	108	创造	NA	"create more excitement"	H
create	German	694	创建	A3	"Create a clear"	H
create	German	227	创造	NA	"create psychological pressure"	H
create	German	387	创造	NA	"create conflict for"	H
create	German	573	创造	NA	"create sentence fragments"	H
create	German	686	创造	NA	"create deadly outcomes"	H
create	German	741	创造	NA	"create harms beyond"	H
create	German	433	创造	NA	"create financial incentives"	H
create	German	185	创造	NA	"create unnecessary safety"	H
create	German	693	创造	NA	"create different problems"	H
create	German	126	创造	NA	"create a single"	H
create	German	713	创建	A3	"Create a clearer"	H
create	German	386	创造	NA	"create unrealistic expectations"	H
create	German	153	创建	A3	"Create a clearer"	H
create	German	196	创造	NA	"create serious social"	H
create	German	631	创建	A3	"Create a clear"	H
create	German	339	创造	NA	"create emotional impact"	H
create	German	344	创造	NA	"create emotion but"	H
create	German	305	创造	NA	"create black markets"	H
create	German	159	创建	A3	"Create a more"	H
create	German	348	创造	NA	"create inconsistency and"	H
create	German	226	创造	NA	"create harmful distraction"	H
create	German	140	创建	A3	"Create a clearer"	H
create	German	21	创造	NA	"create costs for"	H
saying	Baseline	158	说	NA	"common saying but"	M
saying	Baseline	94	谚语	NA	"the saying"	H
saying	Baseline	384	说	A2	"are you saying"	H
saying	Baseline	23	说	NA	"cultural saying against"	M
saying	Baseline	134	说	NA	"general saying you"	M
saying	Baseline	15	说	NA	"known saying and"	M
saying	Baseline	200	说	NA	"they saying that"	M
saying	Baseline	74	说	NA	"What saying are"	M
saying	Baseline	91	说	NA	"this saying without"	M
saying	Baseline	239	说	NA	"the saying state"	M
saying	Baseline	296	说	NA	"original saying with"	M
saying	Baseline	543	说	NA	"original saying explicitly"	M
saying	Baseline	142	说	NA	"popular saying suggests"	M
saying	Baseline	306	说	NA	"popular saying often"	M
saying	Baseline	391	说	NA	"popular saying briefly"	M
saying	Baseline	661	说	A2	"are you saying"	H
saying	Baseline	551	说	NA	"quoted saying needs"	M
saying	Baseline	405	说	A2	"are you saying"	H
saying	Baseline	500	说	NA	"by saying each"	H
saying	Baseline	459	说	NA	"the saying buckle"	M
saying	Baseline	90	说	NA	"by saying Drinking"	H
saying	Baseline	422	说	A2	"are you saying"	H
saying	Baseline	84	说	NA	"by saying abortion"	H
saying	Baseline	367	说	A3	"instead of saying"	H
saying	Baseline	700	说	NA	"by saying that"	H
saying	Baseline	18	谚语	NA	"the saying"	H
saying	Baseline	93	谚语	NA	"the saying"	H
saying	Baseline	139	谚语	NA	"the saying"	H
saying	Baseline	535	说	NA	"instance saying relativism"	M
saying	Baseline	374	说	A3	"instead of saying"	H
saying	Baseline	11	谚语	NA	"the saying"	H
saying	Baseline	779	谚语	NA	"the saying"	H
saying	Baseline	14	说	NA	"common saying crime"	M
saying	Baseline	437	说	A3	"instead of saying"	H
saying	Baseline	452	说	A3	"instead of saying"	H
saying	Baseline	346	说	NA	"instance saying women"	M
saying	Baseline	496	说	NA	"ancient saying Money"	M
saying	Baseline	507	说	NA	"ancient saying The"	M
saying	Baseline	101	谚语	NA	"the saying"	H
saying	Baseline	405	说	NA	"example saying police"	M
saying	Baseline	508	说	NA	"they saying that"	M
saying	Baseline	172	说	NA	"by saying the"	H
saying	Baseline	276	谚语	NA	"the saying"	H
saying	Baseline	83	说	NA	"the saying seriously"	M
saying	Baseline	289	谚语	NA	"the saying"	H
saying	Baseline	629	说	NA	"this saying in"	M
saying	Baseline	648	说	NA	"this saying in"	M
saying	Baseline	260	谚语	NA	"the saying"	H
saying	Baseline	434	说	A3	"instead of saying"	H
saying	Baseline	333	说	A3	"instead of saying"	H
saying	Baseline	83	说	NA	"by saying that"	H
saying	Baseline	644	说	A3	"instead of saying"	H
saying	Baseline	413	说	A3	"instead of saying"	H
saying	Baseline	493	说	A3	"instead of saying"	H
saying	Baseline	346	说	A3	"instead of saying"	H
saying	Baseline	110	说	A3	"instead of saying"	H
saying	Baseline	303	说	NA	"after saying people"	M
saying	Baseline	456	说	A3	"instead of saying"	H
saying	Baseline	193	说	A3	"instead of saying"	H
saying	Baseline	549	说	NA	"Consider saying people"	M
saying	Baseline	602	说	NA	"when saying AIDS"	M
saying	Baseline	388	说	A3	"instead of saying"	H
saying	Baseline	366	说	A3	"instead of saying"	H
saying	Baseline	739	说	A3	"instead of saying"	H
saying	Baseline	185	说	A3	"instead of saying"	H
saying	Baseline	511	说	A3	"instead of saying"	H
saying	Baseline	318	说	A3	"instead of saying"	H
saying	Baseline	624	说	NA	"nuanced Saying we"	M
saying	Baseline	323	说	A3	"instead of saying"	H
saying	Baseline	343	说	A3	"instead of saying"	H
saying	Baseline	342	说	NA	"example saying that"	M
saying	Baseline	464	说	A3	"instead of saying"	H
saying	Baseline	415	说	NA	"by saying that"	H
saying	Baseline	419	说	A3	"instead of saying"	H
saying	Baseline	166	说	A3	"instead of saying"	H
saying	Baseline	402	说	A3	"instead of saying"	H
saying	Baseline	483	说	NA	"example saying advocates"	M
saying	Baseline	408	说	A3	"instead of saying"	H
saying	Baseline	395	说	A3	"instead of saying"	H
saying	Baseline	302	说	A3	"instead of saying"	H
saying	Baseline	449	说	NA	"example saying side"	M
saying	Baseline	684	说	A3	"instead of saying"	H
saying	Baseline	241	说	A3	"instead of saying"	H
saying	Baseline	373	说	NA	"them Saying AIDS"	M
saying	Baseline	341	说	A3	"instead of saying"	H
saying	Baseline	434	说	NA	"example Saying grass"	M
saying	Baseline	130	说	NA	"by saying both"	H
saying	Baseline	454	说	NA	"as saying suicide"	M
saying	Baseline	490	说	NA	"instance saying an"	M
saying	Baseline	755	说	NA	"avoid saying the"	M
saying	Baseline	393	说	A3	"instead of saying"	H
saying	Baseline	349	说	A3	"instead of saying"	H
saying	Baseline	595	说	NA	"about saying symbolic"	M
saying	Baseline	71	说	NA	"by saying American"	H
saying	Baseline	327	说	A3	"instead of saying"	H
saying	Baseline	262	说	NA	"instance saying that"	M
saying	Baseline	536	说	NA	"by saying they"	H
saying	Baseline	377	说	A3	"instead of saying"	H
saying	Baseline	374	说	A3	"instead of saying"	H
saying	Baseline	248	说	NA	"as saying football"	M
saying	Baseline	460	说	A3	"instead of saying"	H
saying	Baseline	461	说	NA	"by saying their"	H
saying	Baseline	436	说	NA	"example saying children"	M
saying	Baseline	287	说	A3	"instead of saying"	H
saying	Baseline	320	说	A3	"instead of saying"	H
saying	Baseline	615	说	A3	"instead of saying"	H
saying	Baseline	292	说	A3	"instead of saying"	H
saying	Baseline	319	说	A3	"instead of saying"	H
saying	Baseline	255	说	A3	"instead of saying"	H
saying	Baseline	512	说	A3	"instead of saying"	H
power	L1	304	权力	NA	"essay topic content"	H
power	L1	421	权力	NA	"essay topic content"	H
power	L1	554	权力	NA	"essay topic content"	H
power	L1	432	权力	NA	"essay topic content"	H
power	L1	446	权力	NA	"essay topic content"	H
power	L1	575	权力	NA	"essay topic content"	H
power	L1	247	权力	NA	"essay topic content"	H
power	L1	376	权力	NA	"essay topic content"	H
power	L1	6	权力	NA	"essay topic content"	H
power	L1	29	权力	NA	"essay topic content"	H
power	L1	163	力量	NA	"persuasive power"	H
power	L1	174	权力	NA	"essay topic content"	H
power	L1	190	权力	NA	"essay topic content"	H
power	L1	217	权力	NA	"essay topic content"	H
power	L1	232	权力	NA	"essay topic content"	H
power	L1	284	权力	NA	"essay topic content"	H
power	L1	352	权力	NA	"essay topic content"	H
power	L1	357	权力	NA	"essay topic content"	H
power	L1	682	权力	NA	"essay topic content"	H
power	L1	46	力量	NA	"persuasive power"	H
power	L1	663	力量	NA	"persuasive power"	H
power	L1	321	权力	NA	"essay topic content"	H
power	L1	133	权力	NA	"essay topic content"	H
power	L1	204	力量	NA	"persuasive power"	H
power	L1	767	权力	NA	"essay topic content"	H
power	L1	416	权力	NA	"essay topic content"	H
power	L1	461	权力	NA	"essay topic content"	H
power	L1	88	权力	NA	"essay topic content"	H
power	L1	123	权力	NA	"essay topic content"	H
power	L1	252	权力	NA	"essay topic content"	H
power	L1	264	权力	NA	"essay topic content"	H
power	L1	416	力量	NA	"persuasive power"	H
power	L1	336	权力	NA	"essay topic content"	H
power	L1	361	权力	NA	"essay topic content"	H
power	L1	647	权力	NA	"essay topic content"	H
power	L1	737	权力	NA	"essay topic content"	H
power	L1	515	力量	NA	"persuasive power"	H
power	L1	61	力量	NA	"persuasive power"	H
power	L1	805	权力	NA	"essay topic content"	H
power	L1	516	力量	NA	"persuasive power"	H
power	L1	142	力量	NA	"persuasive power"	H
power	L1	68	力量	NA	"persuasive power"	H
power	L1	5	权力	NA	"essay topic content"	H
power	L1	92	权力	NA	"essay topic content"	H
power	L1	207	权力	NA	"essay topic content"	H
power	L1	240	权力	NA	"essay topic content"	H
power	L1	242	权力	NA	"essay topic content"	H
power	L1	273	力量	NA	"persuasive power"	H
power	L1	372	权力	NA	"essay topic content"	H
power	L1	351	权力	NA	"essay topic content"	H
power	L1	712	权力	NA	"essay topic content"	H
power	L1	68	力量	NA	"persuasive power"	H
power	L1	54	力量	NA	"persuasive power"	H
power	L1	112	力量	NA	"persuasive power"	H
power	L1	70	力量	NA	"persuasive power"	H
power	L1	55	力量	NA	"persuasive power"	H
power	L1	552	权力	NA	"essay topic content"	H
power	L1	44	力量	NA	"persuasive power"	H
power	L1	328	权力	NA	"essay topic content"	H
power	L1	771	力量	NA	"persuasive power"	H
power	L1	50	力量	NA	"persuasive power"	H
power	L1	168	力量	NA	"persuasive power"	H
power	L1	170	权力	NA	"essay topic content"	H
power	L1	371	权力	NA	"essay topic content"	H
power	L1	224	权力	NA	"essay topic content"	H
power	L1	508	力量	NA	"persuasive power"	H
power	L1	399	权力	NA	"essay topic content"	H
power	L1	597	权力	NA	"essay topic content"	H
power	L1	88	权力	NA	"essay topic content"	H
power	L1	132	权力	NA	"essay topic content"	H
power	L1	176	权力	NA	"essay topic content"	H
power	L1	205	权力	NA	"essay topic content"	H
power	L1	249	权力	NA	"essay topic content"	H
power	L1	283	权力	NA	"essay topic content"	H
power	L1	380	权力	NA	"essay topic content"	H
power	L1	764	权力	NA	"essay topic content"	H
power	L1	218	权力	NA	"essay topic content"	H
power	L1	104	权力	NA	"essay topic content"	H
power	L1	148	权力	NA	"essay topic content"	H
power	L1	225	权力	NA	"essay topic content"	H
power	L1	503	权力	NA	"essay topic content"	H
power	L1	530	权力	NA	"essay topic content"	H
power	L1	655	力量	NA	"persuasive power"	H
power	L1	98	权力	NA	"essay topic content"	H
power	L1	190	权力	NA	"essay topic content"	H
power	L1	242	权力	NA	"essay topic content"	H
power	L1	308	权力	NA	"essay topic content"	H
power	L1	390	权力	NA	"essay topic content"	H
power	L1	478	权力	NA	"essay topic content"	H
power	L1	481	权力	NA	"essay topic content"	H
power	L1	504	权力	NA	"essay topic content"	H
power	L1	513	权力	NA	"essay topic content"	H
power	L1	528	权力	NA	"essay topic content"	H
power	L1	608	权力	NA	"essay topic content"	H
power	L1	616	权力	NA	"essay topic content"	H
power	L1	136	权力	NA	"essay topic content"	H
power	L1	326	权力	NA	"essay topic content"	H
power	L1	773	权力	NA	"essay topic content"	H
power	L1	193	权力	NA	"essay topic content"	H
power	L1	251	权力	NA	"essay topic content"	H
power	L1	78	权力	NA	"essay topic content"	H
power	L1	201	权力	NA	"essay topic content"	H
power	L1	392	权力	NA	"essay topic content"	H
power	L1	426	权力	NA	"essay topic content"	H
power	L1	496	权力	NA	"essay topic content"	H
power	L1	689	权力	NA	"essay topic content"	H
power	L1	779	权力	NA	"essay topic content"	H
power	L1	743	权力	NA	"essay topic content"	H
power	L1	245	权力	NA	"essay topic content"	H
power	L1	476	权力	NA	"essay topic content"	H
power	L1	18	权力	NA	"essay topic content"	H
power	L1	128	权力	NA	"essay topic content"	H
power	L1	184	权力	NA	"essay topic content"	H
power	L1	214	力量	NA	"persuasive power"	H
power	L1	376	权力	NA	"essay topic content"	H
power	L1	454	权力	NA	"essay topic content"	H
power	L1	505	权力	NA	"essay topic content"	H
power	L1	510	权力	NA	"essay topic content"	H
power	L1	515	权力	NA	"essay topic content"	H
power	L1	521	权力	NA	"essay topic content"	H
power	L1	551	权力	NA	"essay topic content"	H
power	L1	709	权力	NA	"essay topic content"	H
power	L1	215	权力	NA	"essay topic content"	H
power	L1	499	权力	NA	"essay topic content"	H
power	L1	363	权力	NA	"essay topic content"	H
power	L1	111	权力	NA	"essay topic content"	H
power	L1	413	权力	NA	"essay topic content"	H
power	L1	560	权力	NA	"essay topic content"	H
power	L1	259	权力	NA	"essay topic content"	H
power	L1	723	权力	NA	"essay topic content"	H
power	L1	328	力量	NA	"persuasive power"	H
power	L1	349	权力	NA	"essay topic content"	H
few	German	521	几个	M1	"a few issues"	H
few	German	748	几个	M1	"a few issues"	H
few	German	64	几个	M1	"a few issues"	H
few	German	503	几个	M1	"a few issues"	H
few	German	430	几个	M1	"a few issues"	H
few	German	477	几个	M1	"a few issues"	H
few	German	421	几个	M1	"a few issues"	H
few	German	408	几个	M1	"a few issues"	H
few	German	475	几个	M1	"a few issues"	H
few	German	268	几个	M1	"a few issues"	H
few	German	416	几个	M1	"a few issues"	H
few	German	255	几个	M1	"a few issues"	H
few	German	565	几个	M1	"a few issues"	H
few	German	408	几个	M1	"a few issues"	H
few	German	525	几个	M1	"a few issues"	H
few	German	628	几个	M1	"a few issues"	H
few	German	484	几个	M1	"a few issues"	H
few	German	569	几个	M1	"a few issues"	H
few	German	479	几个	M1	"a few issues"	H
few	German	369	几个	M1	"a few issues"	H
few	German	472	几个	M1	"a few issues"	H
few	German	471	几个	M1	"a few issues"	H
few	German	392	几个	M1	"a few issues"	H
few	German	474	几个	M1	"a few issues"	H
few	German	254	几个	NA	"the first few"	H
few	German	606	几个	M1	"a few issues"	H
few	German	501	几个	M1	"a few"	H
few	German	471	几个	M1	"a few issues"	H
few	German	493	几个	M1	"a few issues"	H
few	German	663	几个	M1	"a few issues"	H
few	German	350	少	NA	"few without a"	M
few	German	392	几个	M1	"a few"	H
few	German	396	几个	M1	"a few issues"	H
few	German	572	几个	M1	"a few"	H
few	German	500	几个	M1	"a few issues"	H
few	German	481	几个	M1	"a few issues"	H
few	German	384	几个	M1	"a few issues"	H
few	German	454	几个	M1	"a few issues"	H
few	German	573	少	NA	"few without a"	M
few	German	567	几个	M1	"a few"	H
few	German	569	几个	M1	"a few issues"	H
few	German	455	几个	M1	"a few issues"	H
few	German	508	几个	M1	"a few issues"	H
few	German	462	几个	M1	"a few issues"	H
few	German	336	几个	M1	"a few"	H
few	German	361	几个	M1	"a few"	H
few	German	441	几个	M1	"a few issues"	H
few	German	480	几个	M1	"a few issues"	H
few	German	78	几个	M1	"a few"	H
few	German	473	几个	M1	"a few issues"	H
few	German	379	几个	M1	"a few issues"	H
few	German	75	几个	M1	"a few"	H
few	German	567	几个	M1	"a few issues"	H
few	German	519	几个	M1	"a few issues"	H
few	German	695	几个	M1	"a few issues"	H
few	German	468	几个	M1	"a few issues"	H
few	German	596	几个	M1	"a few issues"	H
few	German	218	几个	M1	"a few"	H
few	German	411	几个	M1	"a few issues"	H
few	German	611	几个	M1	"a few issues"	H
few	German	380	几个	M1	"a few"	H
few	German	389	几个	M1	"a few"	H
few	German	264	几个	M1	"a few"	H
few	German	341	几个	M1	"a few issues"	H
few	German	486	几个	M1	"a few issues"	H
few	German	643	几个	M1	"a few"	H
few	German	545	几个	M1	"a few issues"	H
few	German	359	少	NA	"few without a"	M
few	German	586	几个	M1	"a few issues"	H
few	German	471	几个	M1	"a few issues"	H
few	German	462	少	NA	"few without a"	M
few	German	481	少	NA	"few without a"	M
few	German	413	几个	M1	"a few issues"	H
few	German	649	几个	M1	"a few issues"	H
few	German	350	几个	M1	"a few"	H
few	German	482	几个	M1	"a few issues"	H
few	German	430	几个	M1	"a few issues"	H
few	German	626	几个	M1	"a few issues"	H
few	German	93	几个	M1	"a few issues"	H
few	German	435	几个	M1	"a few issues"	H
few	German	445	几个	M1	"a few"	H
few	German	626	几个	M1	"a few issues"	H
few	German	417	几个	M1	"a few issues"	H
few	German	348	少	NA	"few without a"	M
few	German	522	几个	M1	"a few issues"	H
few	German	614	几个	M1	"a few issues"	H
few	German	736	几个	M1	"a few issues"	H
few	German	440	几个	M1	"a few issues"	H
few	German	365	几个	M1	"a few"	H
few	German	272	几个	M1	"a few issues"	H
few	German	454	几个	M1	"a few issues"	H
few	German	207	几个	M1	"a few"	H
few	German	544	几个	M1	"a few"	H
few	German	402	几个	M1	"a few issues"	H
few	German	462	几个	M1	"a few issues"	H
few	German	452	少	NA	"few without a"	M
few	German	257	几个	M1	"a few"	H
few	German	436	几个	M1	"a few issues"	H
few	German	658	几个	M1	"a few issues"	H
few	German	655	几个	M1	"a few"	H
few	German	271	几个	M1	"a few issues"	H
few	German	578	几个	M1	"a few"	H
few	German	471	几个	M1	"a few"	H
few	German	531	几个	M1	"a few"	H
few	German	472	几个	M1	"a few issues"	H
few	German	338	几个	M1	"a few issues"	H
few	German	678	几个	M1	"a few"	H
few	German	583	几个	M1	"a few"	H
few	German	459	几个	M1	"a few"	H
few	German	351	几个	M1	"a few"	H
few	German	665	几个	M1	"a few issues"	H
few	German	593	几个	M1	"a few issues"	H
few	German	253	几个	M1	"a few"	H
few	German	431	几个	M1	"a few issues"	H
few	German	568	几个	M1	"a few"	H
few	German	586	几个	M1	"a few"	H
few	German	261	几个	M1	"a few"	H
few	German	442	少	NA	"few without a"	M
few	German	649	几个	M1	"a few"	H
few	German	433	几个	M1	"a few"	H
few	German	585	几个	M1	"a few issues"	H
few	German	590	几个	M1	"a few"	H
few	German	363	少	NA	"few without a"	M
few	German	527	几个	M1	"a few"	H
few	German	552	几个	M1	"a few issues"	H
few	German	558	几个	M1	"a few"	H
few	German	634	几个	M1	"a few"	H
few	German	668	几个	M1	"a few issues"	H
few	German	570	几个	M1	"a few issues"	H
few	German	708	少	NA	"few without a"	M
few	German	477	几个	M1	"a few issues"	H
few	German	413	几个	M1	"a few"	H
few	German	169	几个	M1	"a few"	H
few	German	438	几个	M1	"a few issues"	H
few	German	564	几个	M1	"a few issues"	H
few	German	675	几个	M1	"a few"	H
few	German	129	几个	M1	"a few issues"	H
few	German	270	几个	M1	"a few"	H
few	German	502	几个	M1	"a few"	H
few	German	282	几个	M1	"a few"	H
few	German	532	几个	M1	"a few issues"	H
few	German	583	几个	M1	"a few issues"	H
few	German	458	几个	M1	"a few issues"	H
few	German	610	几个	M1	"a few"	H
few	German	516	几个	M1	"a few"	H
few	German	479	几个	M1	"a few"	H
few	German	583	几个	M1	"a few issues"	H
few	German	598	几个	M1	"a few"	H
few	German	660	几个	M1	"a few"	H
few	German	673	几个	M1	"a few"	H
few	German	481	几个	M1	"a few"	H
few	German	604	几个	M1	"a few"	H
few	German	659	几个	M1	"a few"	H
few	German	555	几个	M1	"a few"	H
few	German	574	少	NA	"few without a"	M
few	German	568	几个	M1	"a few issues"	H
few	German	606	几个	M1	"a few issues"	H
few	German	501	几个	M1	"a few"	H
few	German	547	少	NA	"few without a"	M
few	German	586	几个	M1	"a few issues"	H
few	German	728	几个	M1	"a few"	H
few	German	688	几个	M1	"a few"	H
few	German	668	几个	M1	"a few"	H
few	German	717	几个	M1	"a few"	H
few	German	360	几个	M1	"a few"	H
few	German	486	几个	M1	"a few"	H
few	German	584	几个	M1	"a few"	H
few	German	495	少	NA	"few without a"	M
few	German	536	几个	M1	"a few"	H
few	German	103	少	NA	"few without a"	M
few	German	607	几个	M1	"a few"	H
few	German	613	几个	M1	"a few"	H
few	German	609	几个	M1	"a few"	H
possible	Generic	240	可能的	NA	"essay content"	H
possible	Generic	180	可能的	M1	"possible thesis"	H
possible	Generic	161	可能的	M1	"possible thesis"	H
possible	Generic	205	可能	NA	"state description"	H
possible	Generic	560	可能	NA	"state description"	H
possible	Generic	70	可能的	M1	"possible thesis"	H
possible	Generic	263	可能的	NA	"essay content"	H
possible	Generic	335	可能	NA	"state description"	H
possible	Generic	137	可能的	M1	"possible thesis"	H
possible	Generic	148	可能	NA	"state description"	H
possible	Generic	557	可能	M1	"if possible"	H
possible	Generic	454	可能	M1	"if possible"	H
possible	Generic	457	可能	M1	"if possible"	H
possible	Generic	733	可能	M1	"if possible"	H
possible	Generic	636	可能	NA	"state description"	H
possible	Generic	131	可能的	M1	"possible thesis"	H
possible	Generic	584	可能	M1	"possible"	M
possible	Generic	106	可能的	M1	"possible thesis"	H
possible	Generic	458	可能	M1	"possible"	M
possible	Generic	802	可能	NA	"as ... as possible"	H
possible	Generic	189	可能	M1	"possible"	M
possible	Generic	596	可能	NA	"state description"	H
possible	Generic	242	可能	M1	"if possible"	H
possible	Generic	359	可能的	M1	"possible thesis"	H
possible	Generic	156	可能的	M1	"possible thesis"	H
possible	Generic	334	可能的	M1	"possible thesis"	H
possible	Generic	588	可能的	M1	"possible thesis"	H
possible	Generic	160	可能	NA	"state description"	H
possible	Generic	216	可能	NA	"state description"	H
possible	Generic	247	可能	M1	"possible"	M
possible	Generic	206	可能的	M1	"possible thesis"	H
possible	Generic	201	可能	NA	"state description"	H
possible	Generic	327	可能	NA	"state description"	H
possible	Generic	194	可能	M1	"possible"	M
possible	Generic	458	可能	NA	"state description"	H
possible	Generic	704	可能	M1	"possible"	M
possible	Generic	681	可能的	NA	"essay content"	H
possible	Generic	323	可能	M1	"if possible"	H
possible	Generic	406	可能的	M1	"possible thesis"	H
possible	Generic	190	可能	M1	"if possible"	H
possible	Generic	657	可能	NA	"state description"	H
possible	Generic	190	可能的	M1	"possible thesis"	H
possible	Generic	338	可能	M1	"if possible"	H
possible	Generic	698	可能	NA	"state description"	H
possible	Generic	150	可能的	M1	"possible thesis"	H
possible	Generic	226	可能	M1	"possible"	M
possible	Generic	544	可能	M1	"if possible"	H
possible	Generic	708	可能的	M1	"possible thesis"	H
possible	Generic	146	可能的	M1	"possible thesis"	H
possible	Generic	241	可能	M1	"possible"	M
possible	Generic	259	可能	M1	"possible"	M
possible	Generic	186	可能的	M1	"possible thesis"	H
possible	Generic	166	可能的	M1	"possible thesis"	H
possible	Generic	605	可能的	M1	"possible thesis"	H
possible	Generic	616	可能的	M1	"possible thesis"	H
possible	Generic	364	可能	M1	"possible"	M
possible	Generic	401	可能	M1	"possible"	M
possible	Generic	453	可能	NA	"state description"	H
possible	Generic	658	可能	M1	"possible"	M
possible	Generic	583	可能的	M1	"possible thesis"	H
possible	Generic	96	可能	NA	"as ... as possible"	H
possible	Generic	143	可能的	M1	"possible thesis"	H
possible	Generic	611	可能的	M1	"possible thesis"	H
possible	Generic	668	可能的	M1	"possible thesis"	H
possible	Generic	203	可能	M1	"possible"	M
possible	Generic	211	可能	M1	"possible"	M
possible	Generic	256	可能	M1	"possible"	M
possible	Generic	691	可能	M1	"possible"	M
possible	Generic	653	可能的	M1	"possible thesis"	H
possible	Generic	284	可能	M1	"possible"	M
possible	Generic	618	可能	NA	"state description"	H
possible	Generic	259	可能	M1	"possible"	M
possible	Generic	216	可能的	M1	"possible thesis"	H
possible	Generic	468	可能	NA	"state description"	H
possible	Generic	320	可能	M1	"possible"	M
possible	Generic	330	可能的	NA	"essay content"	H
possible	Generic	368	可能	NA	"state description"	H
possible	Generic	669	可能	M1	"possible"	M
possible	Generic	675	可能的	M1	"possible thesis"	H
possible	Generic	701	可能	M1	"possible"	M
possible	Generic	505	可能	M1	"possible"	M
possible	Generic	543	可能	M1	"possible"	M
possible	Generic	701	可能	M1	"possible"	M
possible	Generic	145	可能	M1	"if possible"	H
possible	Generic	756	可能的	M1	"possible thesis"	H
possible	Generic	813	可能	NA	"state description"	H
possible	Generic	826	可能	M1	"possible"	M
possible	Generic	365	可能的	M1	"possible thesis"	H
possible	Generic	666	可能	M1	"if possible"	H
possible	Generic	224	可能的	M1	"possible thesis"	H
possible	Generic	714	可能的	M1	"possible thesis"	H
possible	Generic	235	可能	M1	"if possible"	H
possible	Generic	650	可能的	M1	"possible thesis"	H
possible	Generic	674	可能	M1	"possible"	M
possible	Generic	690	可能	M1	"possible"	M
possible	Generic	195	可能的	M1	"possible thesis"	H
possible	Generic	648	可能	M1	"if possible"	H
possible	Generic	481	可能	M1	"if possible"	H
possible	Generic	203	可能的	M1	"possible thesis"	H
possible	Generic	353	可能	M1	"possible"	M
possible	Generic	661	可能	M1	"possible"	M
possible	Generic	258	可能	NA	"state description"	H
possible	Generic	89	可能	M1	"possible"	M
possible	Generic	147	可能的	M1	"possible thesis"	H
possible	Generic	440	可能	M1	"possible"	M
possible	Generic	716	可能的	M1	"possible thesis"	H
possible	Generic	175	可能的	M1	"possible thesis"	H
possible	Generic	320	可能	NA	"state description"	H
possible	Generic	335	可能	NA	"state description"	H
possible	Generic	631	可能的	M1	"possible thesis"	H
possible	Generic	124	可能的	M1	"possible thesis"	H
possible	Generic	247	可能	M1	"possible"	M
possible	Generic	461	可能	M1	"possible"	M
possible	Generic	650	可能的	M1	"possible thesis"	H
possible	Generic	698	可能	M1	"possible"	M
possible	Generic	254	可能	NA	"state description"	H
possible	Generic	624	可能	M1	"possible"	M
possible	Generic	631	可能的	M1	"possible thesis"	H
possible	Generic	263	可能	M1	"possible"	M
possible	Generic	229	可能	NA	"state description"	H
possible	Generic	500	可能	M1	"if possible"	H
possible	Generic	166	可能的	M1	"possible thesis"	H
possible	Generic	590	可能的	M1	"possible thesis"	H
possible	Generic	242	可能	M1	"possible"	M
possible	Generic	580	可能	M1	"if possible"	H
possible	Generic	171	可能的	M1	"possible thesis"	H
possible	Generic	334	可能	NA	"state description"	H
possible	Generic	362	可能的	M1	"possible thesis"	H
possible	Generic	357	可能	NA	"state description"	H
possible	Generic	177	可能	M1	"possible"	M
possible	Generic	191	可能的	M1	"possible thesis"	H
possible	Generic	421	可能	M1	"possible"	M
possible	Generic	566	可能	M1	"possible"	M
possible	Generic	164	可能的	M1	"possible thesis"	H
possible	Generic	230	可能	M1	"possible"	M
possible	Generic	306	可能	M1	"possible"	M
possible	Generic	132	可能	M1	"possible"	M
possible	Generic	99	可能的	M1	"possible thesis"	H
possible	Generic	294	可能	M1	"possible"	M
possible	Generic	531	可能	M1	"possible"	M
possible	Generic	512	可能	NA	"state description"	H
possible	Generic	406	可能的	M1	"possible thesis"	H
possible	Generic	279	可能	M1	"possible"	M
possible	Generic	132	可能的	M1	"possible thesis"	H
possible	Generic	199	可能	M1	"possible"	M
possible	Generic	197	可能	M1	"if possible"	H
possible	Generic	497	可能	M1	"possible"	M
possible	Generic	246	可能的	M1	"possible thesis"	H
possible	Generic	751	可能	M1	"possible"	M
possible	Generic	156	可能的	M1	"possible thesis"	H
possible	Generic	177	可能	M1	"possible"	M
possible	Generic	244	可能	M1	"possible"	M
possible	Generic	37	可能	M1	"possible"	M
possible	Generic	221	可能	NA	"state description"	H
possible	Generic	434	可能	M1	"if possible"	H
possible	Generic	202	可能的	M1	"possible thesis"	H
possible	Generic	678	可能	NA	"state description"	H
possible	Generic	250	可能的	M1	"possible thesis"	H
possible	Generic	390	可能的	NA	"essay content"	H
possible	Generic	671	可能	M1	"possible"	M
